[,0,0,8,7
],8,0,8,7
0,16,0,8,7
1,24,0,8,7
2,32,0,8,7
3,40,0,8,7
4,48,0,8,7
5,56,0,8,7
6,64,0,8,7
7,72,0,8,7
8,80,0,8,7
9,88,0,8,7
/,96,0,8,7
